"s12","s13","s23","u1","u2","u3","Q2","madgraph_azimuthal_average","local_projected_matrix_element","signed_difference","relative_difference"
170776.15346854177,166973.82590331556,347517.87749373994,-52925.959881802206,-560370.5190035991,-262532.23457987414,190560.8565996783,1.930650087523326e-10,1.930650087523331e-10,4.911384887033602e-25,"2.5439021388562465e-15"
156155.01813489318,252960.01630757132,177668.41970879366,-145836.35240600805,-88403.99257334873,-608258.0698831748,255714.96071127313,1.0240399642947155e-10,1.0240399642947172e-10,1.6802106192483375e-25,"1.6407666476235057e-15"
128482.7803997141,305433.3209158113,299755.90128286555,-491685.04602990334,-204487.684628992,-173594.9500072809,136095.67806778534,2.01984800978229e-11,2.0198480097822945e-11,4.52364397489937e-26,"2.239596223572754e-15"
160681.95876272698,329440.60612003034,109864.94012976302,-442483.02462779696,-267827.984895187,-71138.59030089102,181462.09481135494,4.639422450005497e-11,4.6394224500054995e-11,2.5849394142282115e-26,"5.57168363537394e-16"
155391.0889583326,90233.54854470008,380543.1685990344,-280805.6061515508,-330835.6507188603,-224621.74300751573,210095.19377585957,2.3963524684521327e-11,2.39635246845213e-11,-2.5849394142282115e-26,"1.0786974989108726e-15"
116391.89890997339,343345.69839044026,151827.8329501495,-387528.48677936196,-52486.73594971624,-415603.4904611124,244053.28293962695,2.254936963084795e-11,2.2549369630848024e-11,7.431700815906108e-26,"3.295746594059721e-15"
42694.917604769464,401460.1121432536,208582.8989998476,-183071.97947574494,-249420.12464995906,-449068.34077914845,228822.51615698152,4.749950772643312e-11,4.7499507726433236e-11,1.1632227364026952e-25,"2.4489153510855598e-15"
347906.9529969056,338486.5864456236,57335.62332702718,-866565.0969731439,-49156.68593336447,-56278.77214963337,228271.39228658564,1.6186973534375893e-11,1.6186973534375906e-11,1.2924697071141057e-26,"7.98462853089441e-16"
158860.36017481238,298049.450641909,244971.1944731573,-511218.20251901564,-200570.6613033507,-106403.78879071151,116311.64732319921,3.1557165748698805e-11,3.155716574869879e-11,-1.2924697071141057e-26,"4.095645716115675e-16"
343503.80004518596,30259.116293550527,209557.7719785905,-95894.61505634424,-671103.296368139,-161379.74431643068,345056.96742358716,5.90754186603424e-11,5.907541866034239e-11,-1.2924697071141057e-26,"0"
226549.75096894792,53047.01281020566,216529.41793372476,-260139.3411148889,-316441.30385010823,-54691.49553891612,135145.95879103497,1.0525675259069789e-10,1.0525675259069794e-10,5.169878828456423e-26,"4.911683764898244e-16"
162259.94976847817,28898.37412641256,82531.50425745439,-130902.74989575893,-106989.53731287134,-124860.26309270019,89062.72214898592,2.376021586828335e-9,2.376021586828363e-9,2.812414082680294e-23,"1.1836652066930295e-14"
133677.25071787846,32258.62879481053,205110.9470359227,-189688.44469832958,-74326.73698210693,-319903.1338726316,212871.4890044564,4.739639927886342e-10,4.739639927886335e-10,-6.203854594147708e-25,"1.3089295154356455e-15"
139701.91481835992,395896.7951125477,44696.266780829814,-114193.07474646394,-224663.4637065459,-417402.17936127185,175963.74110254418,1.7991540747231116e-10,1.7991540747231116e-10,0,"0"
330713.50268720934,138070.88092923362,173434.5408580672,-47890.229601246065,-601441.5790457698,-243515.30800709216,250628.19217959797,1.7723766352062877e-10,1.7723766352062818e-10,-5.945360652724886e-25,"3.3544566852366018e-15"
117777.0801445012,118473.35841425185,488415.90833087126,-237660.79186310797,-357695.3896404024,-361056.0318520964,231745.86646598205,1.7149480141714457e-11,1.7149480141714493e-11,3.554291694563791e-26,"2.072536114910161e-15"
55024.35536238548,76758.23666219223,364812.26301507914,-126603.23174642352,-69375.59226275109,-459124.8504874434,158508.8194569611,4.1290125219825913e-10,4.1290125219825613e-10,-2.9985297205047253e-24,"7.262098878462466e-15"
23959.24480825964,101092.36150914822,134302.04317029114,-159743.69626388868,-267767.8546211399,-37034.736399887726,205192.63779721715,1.7751762103588385e-9,1.775176210358831e-9,-7.444625512977249e-24,"4.193738891685786e-15"
243796.8355332008,120429.93117519844,90130.84633925758,-189085.03288456931,-403835.4623425766,-258752.0935807372,397314.9757602264,1.9572057044448397e-11,1.957205704444835e-11,-4.52364397489937e-26,"2.311276716916426e-15"
